ID,Account_Number_of_Vendor_or_Creditor
4210141071_10,0
4500171849_10,0
4500171845_10,0
4210141078_30,0
4210141070_30,0
4500172204_1,0
4210141070_20,0
4210141070_40,0
4210141068_10,0
4500171596_60,0
4210139393_10,0
4210141083_10,0
4500171596_70,0
4220039902_10,0
4500172173_10,0
4220039902_30,0
4220039902_20,0
4210141026_10,0
4500172195_10,0
4500172192_10,0
4500172191_10,0
4500172201_10,0
4500172194_10,0
4500171596_30,0
4210141073_10,0
4210141082_10,0
4500172227_1,0
4210140738_20,0
4210140853_10,0
4500172226_1,0
4210140853_20,0
4210140986_10,0
4500171596_80,0
4500171596_90,0
4500171596_100,0
4500171596_110,0
4210141079_20,0
4500171596_50,0
4500172223_1,0
4800002796_10,0
4500172176_10,0
4500172193_20,0
4500172175_1,0
4500172193_50,0
4500172186_1,0
4500172185_1,0
4300012874_10,0
4500172218_1,0
4500172208_1,0
4500172176_20,0
4300013119_10,0
4300012873_10,0
4500172193_40,0
4300013118_10,0
4500172193_30,0
4500172196_10,0
4500172217_1,0
4500172221_1,0
4500172210_1,0
4210141066_10,0
4500172183_1,0
4210141069_10,0
4220039899_10,0
4500172193_10,0
4210140631_80,0
4500172207_1,0
4500172219_10,0
4500172174_40,0
4500172174_30,0
4500172206_1,0
4500172200_1,0
4500172202_1,0
4500172174_20,0
4500172174_10,0
4500172174_50,0
4400010240_10,0
4400010240_40,0
4400010240_30,0
4400010240_20,0
4400010141_10,0
4300013122_10,0
4300013121_10,0
4500172212_1,0
4300013120_10,0
4500171915_10,0
4500172211_1,0
4500172222_1,0
4500172177_1,0
45005790_20,0
6000037703_10,0
4500172203_1,0
6000037705_10,0
4500172209_1,0
4220039900_10,0
4220039903_10,0
4500172225_1,0
4800002795_10,0
4500172224_1,0
4210141064_10,0
4400010243_1,0
45005790_10,0
4210140963_20,0
6000037704_20,0
6000037704_10,0
4500172178_10,0
4210140963_10,0
4220039901_10,0
4500172220_1,0
4400010242_10,0
4210141062_10,0
4500172232_30,0
4500172248_1180,0
4500172248_1110,0
4500172248_1090,0
4500172248_740,0
4500172248_240,0
4500172248_730,0
4500172248_720,0
4500172231_180,0
4500172248_700,0
4500172248_510,0
4500172232_60,0
4500172231_160,0
4500172248_260,0
4500172243_10,0
4500172248_410,0
4500171718_10,0
4500172248_1040,0
4500172248_1010,0
4500172248_940,0
4500171719_10,0
4500172232_20,0
4500172248_890,0
4500172252_10,0
4210141047_10,0
4500172248_640,0
4500172248_580,0
4500172248_530,0
4500172248_480,0
4500172248_470,0
4500172231_60,0
4500172248_300,0
4500172248_360,0
4500172231_20,0
4500172248_310,0
4210141111_10,0
4500172248_110,0
4210141098_10,0
4500172229_10,0
4210141116_10,0
4500172231_90,0
4500172248_100,0
4220039908_10,0
4500172248_70,0
4500172231_50,0
4500172248_1230,0
4500172248_600,0
4500172248_560,0
4500172248_590,0
4500172248_550,0
4500172231_40,0
4500172248_30,0
4500172248_340,0
4210141111_60,0
4500172233_1,0
4500172232_50,0
4500172232_40,0
4500170614_10,0
4500172248_1250,0
4210141111_40,0
4210140970_10,0
4210141111_50,0
4210141107_20,0
4500172259_10,0
4500172260_10,0
4500172274_10,0
4500172241_1,0
4500172248_230,0
4500172248_220,0
4500172248_180,0
4500172248_170,0
4500170614_20,0
4500172230_10,0
6000037706_20,0
4500172248_1200,0
4500172248_1270,0
4500172247_10,0
4500172248_1260,0
4500172248_1210,0
4500172231_10,0
4220039905_10,0
4500172248_1190,0
4500172248_1170,0
4210140946_20,0
4500172248_1160,0
4210139552_60,0
4500172272_1,0
4500172250_10,0
4500172248_1150,0
4500172248_1130,0
4500172248_1120,0
4500172248_1100,0
4500172247_60,0
4500171507_10,0
4500172247_50,0
4500172248_250,0
4500172248_1060,0
4500172248_1050,0
4500172248_1030,0
4500172248_1020,0
4500172248_950,0
4500172248_930,0
4500172247_30,0
4500172248_880,0
4210141126_10,0
4500172248_660,0
4300013123_10,0
4500172248_650,0
4500172248_630,0
4500172247_20,0
4500172248_620,0
4500172248_570,0
4500172248_400,0
4500172247_40,0
4500172230_20,0
4500172248_1080,0
6000037709_10,0
4210141090_10,0
4500172248_210,0
4500172248_190,0
4500172248_160,0
4500172248_150,0
4500172248_130,0
4500172248_120,0
4210141123_10,0
4500172248_90,0
4500172248_80,0
4500172232_10,0
4500172248_60,0
4500172248_50,0
4500172248_40,0
4500172248_1240,0
6000037706_10,0
4500172248_1220,0
4500172248_610,0
4500172248_1070,0
4500172248_670,0
5500008292_10,0
4500172248_1000,0
4500172248_820,0
4500172248_810,0
4500172231_100,0
4500172248_800,0
4500172248_790,0
4500172248_780,0
4500172231_130,0
4500172248_760,0
6000037710_10,0
4500172248_750,0
4500172231_120,0
4500172248_540,0
4500172248_690,0
4210141121_20,0
4210141121_30,0
4210141121_10,0
4500172248_680,0
4500172248_490,0
4500172248_900,0
4500172248_10,0
4210141094_20,0
4210141094_10,0
4500172248_390,0
4210141108_30,0
4210141125_10,0
4210141101_10,0
4210141104_10,0
4210141101_20,0
4210141102_10,0
4500172242_10,0
45005966_10,0
45005947_10,0
4210141119_10,0
4210141031_10,0
4210141094_40,0
4210141031_20,0
4500172278_1,0
4500172248_20,0
4500172248_270,0
4500172248_280,0
4500172248_440,0
4500172248_450,0
4500172248_200,0
4500172248_350,0
4500172279_1,0
4500172248_370,0
4500172263_1,0
4500172248_710,0
4500172248_770,0
4500172248_830,0
4210141107_10,0
4210141094_30,0
4210141108_80,0
4210141108_20,0
4210141100_20,0
4500172273_1,0
4500172254_1,0
4500172255_1,0
4500172264_1,0
4000006639_10,0
4500172197_10,0
4000006612_10,0
4500172238_10,0
4210141115_10,0
4500172266_1,0
4300013112_10,0
4500172251_10,0
4300013111_10,0
4210141118_10,0
4500172267_1,0
4210141105_10,0
4210141108_40,0
4500171669_40,0
4500172265_1,0
4500172253_1,0
4500172277_1,0
4210141108_70,0
4500172248_840,0
4210141108_50,0
4210140994_10,0
4210141108_60,0
45005895_10,0
4300012723_10,0
4210141113_10,0
45005968_10,0
4210141108_100,0
4500172248_970,0
4210141100_10,0
4500172248_140,0
4500172248_460,0
4500172269_1,0
4500172248_520,0
4500172248_850,0
4500172271_1,0
4500172248_860,0
4500172248_870,0
4400010245_1,0
4500172231_170,0
4500172248_1140,0
4210141099_10,0
4500172248_910,0
4220039904_10,0
4210141097_20,0
4500172248_960,0
4500172248_980,0
4210141097_30,0
4210141097_10,0
4500172248_500,0
4500172231_140,0
4500172231_150,0
4500172248_320,0
4400010245_2,0
4500172231_110,0
4210141117_10,0
4500172248_330,0
4500172248_920,0
4500172270_1,0
4500172248_380,0
4500172280_1,0
4210141092_10,0
4210141120_10,0
4500172248_990,0
4500170764_10,0
4400010136_10,0
4210141110_10,0
4500172231_70,0
4500172231_30,0
4500172248_290,0
4210141118_20,0
4210141110_50,0
4500172248_420,0
4210141110_40,0
4500172231_80,0
4210140692_10,0
4500172268_1,0
4500172248_430,0
4500172240_1,0
4210141110_20,0
4210141110_30,0
4210141106_10,0
6000037720_30,0
4210141145_10,0
4210141172_30,0
6000037720_10,0
4500172310_10,0
4210141185_10,0
4500172308_30,0
6000037719_10,0
4500172308_10,0
6000037720_20,0
4220039909_10,0
4500171065_20,0
4210141159_10,0
4500172305_10,0
6000037724_60,0
4210141171_50,0
4210141171_60,0
4210141203_50,0
4210141171_20,0
4210141162_10,0
4210141171_10,0
4210141171_40,0
6000037724_40,0
4500172286_10,0
4210141171_30,0
4500172308_20,0
4210141203_30,0
4210141203_20,0
4210141203_40,0
6000037719_20,0
4500172307_10,0
4210141203_10,0
4210141172_20,0
6000037719_30,0
6000037719_40,0
4210141172_10,0
4210141179_10,0
4500171196_10,0
4210134593_30,0
4500172319_10,0
4500171104_10,0
6000037711_10,0
4500172318_10,0
6000037724_10,0
4500171065_10,0
6000037724_20,0
4210141203_60,0
6000037724_30,0
6000037724_50,0
4210141144_10,0
6000037720_40,0
4210141205_20,0
4210140738_10,0
6000037722_10,0
4500172287_10,0
6000037722_20,0
4500172285_10,0
4210141168_10,0
4500156751_100,0
4500172304_40,0
4500172304_10,0
4210135620_160,0
4210141152_10,0
4500172296_10,0
4210140993_10,0
4500172304_90,0
4210141205_30,0
4300013126_10,0
4210141181_10,0
4210140989_30,0
4210140989_20,0
4210140989_10,0
4500171677_10,0
4210141144_60,0
4210141144_40,0
4210141177_10,0
4210141144_30,0
4210141144_70,0
4210141144_50,0
4210141144_20,0
4210141147_10,0
6000037713_10,0
4210141196_10,0
6000037725_30,0
4500172304_100,0
6000037720_50,0
4500172304_80,0
4210140993_20,0
4210141108_10,0
4500172312_10,0
6000037718_10,0
4500171669_50,0
4210141166_10,0
6000037712_10,0
4210141187_10,0
4210141161_10,0
4210141176_10,0
4500172313_10,0
4210141139_10,0
4210141139_20,0
4500172334_1,0
4210141167_10,0
5500008045_20,0
6000037718_20,0
4220039914_10,0
4500171233_10,0
4210140993_30,0
4500172304_60,0
4500172304_50,0
4500172304_30,0
4500172304_20,0
6000037716_10,0
6000037721_10,0
4500172291_10,0
4210141201_20,0
6000037718_40,0
4210141211_10,0
4210141153_20,0
4500171743_10,0
6000037718_50,0
6000037718_30,0
4500172304_70,0
4210141146_10,0
6000037725_20,0
4210141140_10,0
4500170554_20,0
4210141134_50,0
4210141136_10,0
4500172311_10,0
4210141138_10,0
4210141138_20,0
4210141154_10,0
4210141131_160,0
4210141131_230,0
4210141131_200,0
4500170554_30,0
4210141131_190,0
4210141131_140,0
4210141131_130,0
4210141131_120,0
4210141131_110,0
4210141131_100,0
4210141131_90,0
4210141131_80,0
4210141131_70,0
4210141131_60,0
4210141131_50,0
4210141131_150,0
4500172299_1,0
4500172325_10,0
4210141165_10,0
4220039911_10,0
4210141134_30,0
4210141134_40,0
4500172281_10,0
4500172294_10,0
4210141141_20,0
4210141141_10,0
4500172298_1,0
4220039915_20,0
4220039915_30,0
4220039915_10,0
4500172324_10,0
4500172187_10,0
4500172335_1,0
4500172352_1,0
4210141133_10,0
4500168258_10,0
4220039920_10,0
4300013125_10,0
4220039912_10,0
4500172297_10,0
4500172297_20,0
4500172297_30,0
4210141131_40,0
4210141157_10,0
4210141131_30,0
4210141131_220,0
4500171186_100,0
4500171186_20,0
4220039913_10,0
4500171186_40,0
4210141156_10,0
4210141156_20,0
4300012748_20,0
4300012748_30,0
4300012748_40,0
4300012748_10,0
4210141164_10,0
4500171186_10,0
4210141156_30,0
4210140971_20,0
4500171186_30,0
4500171186_50,0
4220039907_10,0
4210141169_10,0
4210141207_10,0
4500171822_10,0
4500172340_1,0
6000037725_10,0
4210141156_40,0
4500172341_1,0
4210141204_10,0
4500171186_90,0
4210141131_170,0
4210141131_20,0
4210141131_210,0
4210141131_180,0
4210141130_10,0
4500172309_10,0
4500172292_20,0
4500172337_1,0
4210136594_260,0
4210141134_60,0
4210141134_20,0
4210141134_10,0
4500172338_1,0
4210141197_10,0
4210141197_20,0
4500172330_1,0
4500172336_1,0
6000037717_10,0
4210140958_10,0
4210140958_30,0
4500171186_60,0
4500171186_70,0
4500171186_80,0
4210141131_10,0
4500172290_10,0
4500171163_30,0
4500172284_10,0
4220039815_20,0
4210141173_10,0
4210141174_10,0
4210141186_10,0
4210141184_10,0
4210141142_10,0
4000006742_20,0
4210141142_20,0
4210141132_10,0
4210140557_10,0
4500172306_10,0
4210140975_30,0
4210140975_10,0
4210141128_10,0
4210141180_10,0
4500170553_20,0
4000006742_10,0
4500170553_30,0
4210141192_10,0
4210141190_10,0
4210141198_30,0
4220039916_10,0
6000037723_10,0
4220039918_10,0
4210141088_10,0
4210141088_20,0
4210140504_30,0
4210141198_10,0
4210141198_20,0
4210140504_20,0
4220039910_10,0
4210141088_30,0
4210141135_10,0
4210141208_10,0
4500172290_30,0
4210141109_10,0
4500172293_10,0
4500166102_10,0
4500172290_20,0
4210141199_10,0
4210141199_20,0
4210135913_60,0
4400010246_10,0
4210141155_10,0
4500170610_10,0
4500172322_10,0
4500169445_10,0
4500169453_10,0
4500169444_10,0
4500172356_10,0
4500172321_10,0
4500172320_10,0
4500170822_10,0
4500170959_10,0
4500172361_30,0
4500172361_20,0
4500172361_10,0
4210141231_10,0
4210141219_10,0
4500172377_10,0
4400010247_10,0
4210140524_30,0
4500172467_1,0
4210139176_10,0
4500172475_1,0
4220039925_10,0
4000006710_60,0
4500172372_1,0
4220039923_10,0
4220039925_20,0
4500172417_1,0
4500172401_1,0
4500172393_10,0
4500172393_20,0
4500172393_30,0
4500172393_40,0
4500172452_1,0
4500172426_10,0
4500172418_10,0
4210139176_20,0
4210141233_10,0
4500172459_1,0
4210141229_10,0
4500172433_10,0
4000006710_40,0
4500172421_10,0
4500171842_70,0
4500172416_1,0
4500171842_20,0
4500171842_10,0
4500171842_60,0
4210136994_10,0
4500171972_1260,0
5500008188_10,0
4000006710_50,0
4000006710_30,0
4500172476_1,0
4210141220_10,0
4210140524_10,0
4210140524_20,0
4500172443_1,0
4000006710_20,0
4210140524_60,0
4000006710_10,0
4500172457_1,0
4210141218_10,0
4500172460_1,0
4210140524_50,0
4210140524_40,0
4500172453_1,0
4210141232_10,0
4500172435_10,0
4500172441_1,0
4500172362_10,0
4500172454_1,0
4500172363_30,0
4500172391_80,0
4500172363_120,0
4210141085_10,0
4500172398_1,0
4500172373_10,0
4500172373_20,0
4500172413_1,0
4210141214_50,0
4210141214_40,0
4210141214_30,0
4210141111_20,0
4210141214_20,0
4210141235_10,0
4500172363_100,0
4210141226_10,0
4500159330_100,0
4500172472_1,0
4500160920_90,0
4500159333_100,0
4210141224_10,0
4500172411_1,0
4210141214_10,0
4500172363_90,0
4500172363_130,0
4500172404_1,0
4500172363_50,0
4500172363_60,0
4500172363_70,0
4500159332_100,0
4500161500_100,0
4500159327_100,0
4500159326_100,0
4500172405_1,0
4210141234_10,0
4210141111_30,0
4210140858_10,0
4500172363_110,0
4500172363_10,0
4500172462_1,0
4220039922_10,0
4220039922_20,0
4220039922_40,0
4220039922_30,0
4500159323_100,0
4500172363_20,0
4500172363_140,0
4500172412_1,0
4500172363_80,0
4500172414_1,0
4210141225_70,0
4210141225_80,0
4210141225_30,0
4210141225_20,0
4500172364_10,0
4220039925_30,0
4500172367_10,0
4500172391_40,0
4500172391_30,0
4210141225_60,0
4220039925_40,0
4500172391_20,0
4500172406_10,0
4500172406_20,0
4500172363_40,0
4500172376_10,0
4220039925_60,0
4220039925_50,0
4500172391_10,0
4000006685_10,0
4500172397_10,0
4210141225_50,0
4500172438_10,0
4500172434_10,0
4500159329_100,0
4210141223_10,0
4210141236_10,0
4500172420_10,0
4500172402_10,0
4500172391_70,0
4500172391_60,0
4500159324_100,0
4210140947_10,0
4500172391_50,0
4210141225_10,0
4500159328_100,0
4500172396_40,0
4210141215_10,0
4500172419_10,0
4500172396_20,0
4500172396_10,0
4500172396_30,0
4210141225_40,0
4500172465_1,0
4500172427_10,0
4210140977_30,0
4220039896_10,0
4210141221_10,0
4210141228_10,0
4500172458_1,0
4500172407_10,0
4500172407_20,0
4500172407_40,0
4500172369_1,0
4500172461_1,0
4210141039_10,0
4500172474_1,0
4500172444_10,0
4500172442_1,0
4230002218_40,0
4210139641_30,0
4210140974_30,0
4500172374_10,0
4500172374_20,0
4500172466_1,0
4210140865_10,0
4210140974_20,0
4210141201_10,0
4500172409_1,0
4500172450_10,0
4500159629_90,0
4220039926_10,0
4500172470_1,0
4220039927_10,0
4220039928_10,0
4500172471_1,0
4210141227_10,0
4210141227_20,0
4210141150_10,0
4210141238_10,0
4500172410_1,0
4210141209_10,0
4500172365_10,0
4500172365_30,0
4500172365_20,0
4210141210_10,0
4500172451_10,0
4210141041_10,0
4500172473_1,0
4500172464_1,0
4500172408_10,0
4500172407_30,0
4500172400_10,0
6000037726_10,0
4210141213_20,0
4230002386_20,0
4210141212_10,0
6000037726_20,0
6000037726_30,0
4500172463_1,0
4210141237_20,0
4230002386_10,0
4210141213_40,0
4500171462_10,0
4210141213_10,0
4500172469_1,0
4210141213_30,0
4210141216_20,0
4210141212_20,0
4210141230_10,0
4210141237_10,0
4500172468_1,0
4210141216_10,0
4500171190_620,0
6000037728_10,0
4500172295_160,0
4210141271_10,0
4500171190_880,0
4500171190_500,0
4500171190_1150,0
45005917_10,0
4500171190_270,0
4500172295_170,0
4500172478_20,0
4500171190_890,0
45005974_10,0
4500171190_130,0
4500171190_610,0
4500172478_10,0
4500171190_970,0
4500171190_960,0
4500171190_770,0
4500171190_660,0
4500172496_1,0
4500172478_30,0
4500172295_60,0
4220039924_10,0
4500171190_570,0
4500171190_590,0
4500171190_550,0
4500172295_90,0
4500171190_950,0
4500171190_600,0
4500171190_1130,0
4500171190_80,0
4210141258_10,0
4500171190_70,0
4500171190_60,0
4500172191_20,0
4500171190_50,0
4500171190_1000,0
6000037728_20,0
4500172295_150,0
4500171190_1140,0
4500171190_490,0
4500172295_240,0
4500172491_10,0
4500172487_10,0
4500172521_1,0
4500172489_10,0
4300013127_10,0
4210141267_10,0
4500172295_210,0
45005854_20,0
4500161501_100,0
4210141274_10,0
4500172295_10,0
4500171190_740,0
4500172295_20,0
4220039933_10,0
45005854_10,0
4500172295_300,0
4500172295_290,0
4500172295_280,0
4500172295_260,0
4500172295_220,0
4500172295_230,0
4500172295_250,0
4210141254_20,0
4500172295_310,0
4500171190_420,0
4500172518_1,0
4500171190_510,0
4500172525_1,0
4210141055_10,0
4500172506_10,0
4500156863_20,0
4500171190_400,0
4210141269_10,0
4500171190_310,0
4500171190_280,0
4500171190_650,0
4500171190_20,0
4500171190_540,0
4500172522_1,0
4500172498_1,0
4500171190_360,0
4210141270_10,0
4500172295_190,0
4500171190_1050,0
4500171190_720,0
4500171190_730,0
4500172295_200,0
4400010185_40,0
4400010185_30,0
4500171190_840,0
4500172295_180,0
4500172516_1,0
4500172503_1,0
4500170654_10,0
4500171190_860,0
4500171695_10,0
4500171190_410,0
4500171190_990,0
4500172105_130,0
4500172105_70,0
4500171190_900,0
4400010185_20,0
4500171190_980,0
4500172105_60,0
4500171190_940,0
4500172105_50,0
4500172105_40,0
4500171190_830,0
4210141255_10,0
4500171250_40,0
4500171250_50,0
4500171250_20,0
4500171250_10,0
4500171250_30,0
4500171190_820,0
4500171190_480,0
4500172105_30,0
4500171190_460,0
4500171190_910,0
4500172510_10,0
4210141259_20,0
4210141259_10,0
4500170555_10,0
4500171190_430,0
4500171190_300,0
4500171190_290,0
4500172479_1,0
4500171190_200,0
4500171190_190,0
4500171190_180,0
4500171190_470,0
4500171190_240,0
4500171190_260,0
4500171190_170,0
4500171190_450,0
4500171190_160,0
4500171190_1110,0
4500171190_1070,0
4500171190_1060,0
4500171190_760,0
4500171190_850,0
4210141265_10,0
4210141264_10,0
4500154970_10,0
4500171190_750,0
4500171190_690,0
4500171190_530,0
4500172105_10,0
4500171190_150,0
4500172105_20,0
4500172526_1,0
4500172105_140,0
4500170558_10,0
4210141255_60,0
4500171190_780,0
4210141255_50,0
4210141255_40,0
4210141255_30,0
4500171190_670,0
4500171190_560,0
4500171190_520,0
4500171190_1120,0
4500171190_100,0
4500171190_390,0
4500170556_10,0
4500172481_10,0
4220039934_10,0
4500172481_20,0
4500172519_1,0
4210141268_10,0
4210139993_30,0
4210139993_20,0
4210139993_40,0
4210139993_10,0
4500171190_40,0
4500171190_700,0
4500171190_680,0
4500171190_90,0
4500172295_140,0
4500171190_1100,0
4210141255_70,0
4500171190_110,0
4500172105_120,0
4210141272_10,0
4500171190_440,0
4500171190_350,0
4500171190_340,0
4500172105_110,0
4500172105_100,0
4500172517_1,0
4210141255_20,0
4210141255_120,0
4210141255_110,0
4210141255_100,0
4500171190_120,0
4210141255_80,0
4500171190_1090,0
4500171190_1080,0
4500171190_1040,0
4500171190_790,0
4500172495_1,0
4500172105_90,0
4500172494_1,0
4500172493_1,0
4500172482_20,0
4000006763_10,0
4000006763_20,0
4500171190_1010,0
4500172105_80,0
4500172295_130,0
4210141255_90,0
4500171190_230,0
4500171190_930,0
4500171190_920,0
4500171190_250,0
4210141243_10,0
4210141242_10,0
4210141241_10,0
4210141240_10,0
4210141239_10,0
4500172486_10,0
4210141276_10,0
4500172295_120,0
4210141250_10,0
4220039929_10,0
4500171190_330,0
4500171190_320,0
4500171190_710,0
4230002596_20,0
4500172499_1,0
4500172295_270,0
4500172295_320,0
4500172295_30,0
4210141263_10,0
4210141251_20,0
4210141251_30,0
4500172295_410,0
4210141251_10,0
4500172295_400,0
4500172504_10,0
4500172295_390,0
4500172511_1,0
4500172295_380,0
4500172295_360,0
4500172295_350,0
4500172295_340,0
4500172393_50,0
4500172295_330,0
4500172295_70,0
4500172295_50,0
4500172295_40,0
4500172295_370,0
4500171190_640,0
4500171190_630,0
4500171190_220,0
4220039931_20,0
4500172485_10,0
4230002813_10,0
4500172480_10,0
4210141057_10,0
4210140151_10,0
4210141256_10,0
4210141260_10,0
4220039931_10,0
4500172515_1,0
4500171190_870,0
6000037729_10,0
4500171190_370,0
4220039931_40,0
4220039931_30,0
4500171348_30,0
4500171190_380,0
4220039930_10,0
4500171190_140,0
4210141261_10,0
4210141262_10,0
4500171190_10,0
4500172507_10,0
4500172502_1,0
4500171190_210,0
4220039935_10,0
4500172514_1,0
4500172490_10,0
4500172488_10,0
4500171190_30,0
4210141257_10,0
4500171190_800,0
4500171190_1020,0
4500172524_1,0
4500171190_580,0
4500172509_1,0
4210141057_30,0
4210141057_20,0
4500171190_1030,0
4500172520_1,0
4500171190_810,0
4500172295_420,0
4500170557_10,0
4500172497_1,0
4210141178_10,0
4500172295_100,0
4500172295_460,0
4500172295_440,0
4400010185_10,0
4500172295_510,0
4500172295_470,0
4500172523_1,0
4500172295_450,0
4210141253_10,0
4500172295_490,0
4500172295_500,0
5500008036_10,0
4500172295_430,0
4500172295_480,0
4210141245_10,0
4500172295_520,0
4500172295_80,0
6000037727_10,0
4500172295_110,0
4500172539_30,0
4500172540_10,0
4300013132_10,0
4500171926_150,0
4500172527_10,0
4500172542_10,0
4500172571_1,0
4500172581_1,0
4500171926_100,0
4300013131_210,0
4500172566_10,0
4400010248_1,0
4210141278_10,0
4500172483_10,0
4300013021_10,0
4500172558_10,0
45005975_10,0
45005970_10,0
4500172559_10,0
4300013131_40,0
4300013131_30,0
4500172539_20,0
4500172584_1,0
4500171926_20,0
4300013131_90,0
4300013130_10,0
4500171926_120,0
4500172574_1,0
4300013131_150,0
4500172531_10,0
4300013131_70,0
4300013131_10,0
4300013131_60,0
4300013131_50,0
4500171926_90,0
4500160063_100,0
4300013131_20,0
4500171926_50,0
4500172575_1,0
4500172587_1,0
4300013131_80,0
4400010248_2,0
4500171926_30,0
4500172541_10,0
4500172583_1,0
4400010230_1,0
4500172536_10,0
4500172588_1,0
4500171926_70,0
4500172530_20,0
4500172530_30,0
4500172530_40,0
45005978_20,0
4500172530_10,0
4500172563_10,0
4500172547_10,0
4500171926_130,0
4500172564_10,0
4500172562_1,0
4300012799_10,0
4500171926_190,0
4300013131_100,0
4500172577_1,0
4500160062_100,0
4300013131_140,0
4300013131_110,0
4500171926_10,0
4500172585_1,0
4500172582_1,0
4500172586_1,0
4500171926_40,0
4500172573_1,0
4500172537_10,0
4300013131_120,0
4500172549_10,0
4500172551_10,0
4500172580_1,0
4500171926_60,0
4500172533_10,0
4500172579_1,0
4500172570_1,0
4300013131_130,0
4210141277_10,0
4500171926_200,0
4500172534_10,0
4500172569_10,0
4500172576_1,0
4500172578_1,0
45005977_10,0
4300013131_180,0
4500171926_110,0
4500171926_170,0
4300013131_190,0
4500171926_160,0
4500172556_10,0
45005851_10,0
4400010249_1,0
4500171926_210,0
4500171926_180,0
4300013131_170,0
4300013131_200,0
4300013131_160,0
4500172565_10,0
4500171926_140,0
4500171926_80,0
4500172532_10,0
4500172572_1,0
4210141292_10,0
4500172603_50,0
4500172603_20,0
4500172647_10,0
4500172609_1,0
4210141281_10,0
4210141290_10,0
4220039941_10,0
4500171154_10,0
45005902_10,0
4500172619_20,0
4210141308_10,0
4210141292_20,0
4210141309_10,0
4210141283_20,0
4210141283_10,0
4500172603_10,0
4500172599_40,0
4210141273_10,0
4500172599_50,0
4500172599_60,0
4220039939_10,0
4500172599_70,0
4500172599_80,0
4500172616_1,0
4210141307_10,0
4500172604_1,0
4210141283_30,0
4500172599_120,0
4500172641_1,0
4500172603_130,0
4500170749_10,0
4500172603_60,0
4210141259_50,0
4500172603_70,0
4500172599_10,0
4210141296_10,0
4500172619_10,0
4210141259_40,0
4500172599_20,0
4500172610_10,0
4500172599_90,0
4500172599_30,0
4500172599_100,0
4500172599_140,0
4500172599_130,0
4500172599_110,0
4500172649_1,0
4500170645_10,0
4500172643_1,0
4210141259_30,0
4500172646_10,0
4500172642_1,0
4220039932_10,0
4500172603_80,0
5500008295_10,0
4500172608_1,0
4210141305_10,0
4500172607_1,0
4210141287_10,0
4500172600_10,0
6000037730_20,0
6000037730_10,0
4220039938_10,0
4220039940_10,0
4210140977_20,0
6000037732_10,0
4210141316_10,0
4210141291_10,0
4500172650_1,0
6000037730_30,0
4500172603_30,0
4230002709_30,0
4500172645_10,0
4500163837_20,0
4500172629_1,0
4210141303_10,0
4500172628_1,0
4210141084_10,0
4500172615_1,0
4500172602_10,0
4210141288_20,0
4500172632_10,0
4500172602_20,0
4210141288_30,0
4210141295_10,0
4210141288_40,0
4210141288_10,0
4210141301_10,0
4500172621_1,0
4500172645_20,0
4500172644_10,0
4500172644_20,0
4500172618_1,0
4500172601_10,0
4500172644_40,0
4500172648_1,0
4500172644_30,0
4210141296_20,0
4500172603_90,0
4210141317_10,0
4500165108_10,0
4210141087_10,0
4220039707_30,0
4500172592_30,0
45005945_10,0
4210140468_10,0
4210140985_10,0
4210141153_30,0
4500172589_10,0
4500172627_1,0
45005965_10,0
4500172592_20,0
4220039937_10,0
4500172592_10,0
4210140982_10,0
4500172617_1,0
6000037733_10,0
45005217_50,0
4210141302_10,0
4500172603_110,0
4210141222_10,0
4500172630_1,0
4500172631_1,0
4210141294_10,0
4220039936_10,0
4220038485_10,0
4210141314_10,0
4210141289_10,0
4220038777_10,0
4500172638_1,0
4500172592_50,0
4500172613_1,0
4210141087_20,0
4210141189_20,0
4500172603_120,0
4210141286_10,0
4500172596_70,0
4500172596_80,0
4210141189_10,0
4210141153_10,0
4500172626_1,0
4500172596_90,0
4500172596_30,0
4500172624_1,0
4500172596_20,0
4210141193_10,0
4210141087_50,0
4500172596_10,0
4210141312_10,0
45005972_10,0
4210141193_20,0
4210138722_10,0
6000037731_20,0
6000037731_10,0
4210141313_10,0
6000037731_30,0
4210140973_20,0
4500172596_50,0
4500172596_60,0
4210141300_10,0
4210141087_30,0
4000006747_10,0
4500172603_100,0
4500172597_10,0
4000006747_20,0
4210141292_30,0
4500172603_140,0
4500172603_40,0
4210140460_90,0
4220039658_10,0
4500172622_1,0
4500172596_40,0
4500172606_10,0
4500172598_10,0
4210141325_270,0
4210141325_190,0
4210141191_30,0
4500167704_30,0
4210141325_220,0
4210141325_300,0
4500172706_1,0
4500167704_10,0
4210141325_60,0
4210141325_180,0
4210141325_290,0
4210141325_40,0
4500172713_1,0
4210141191_40,0
4210141325_200,0
4210136197_20,0
4210141325_90,0
4210141325_210,0
4210140459_10,0
4210141325_240,0
4210136197_10,0
4210140866_20,0
4500172710_1,0
4210138006_10,0
4500172704_1,0
4500172541_20,0
4500172531_20,0
4500167704_40,0
4500172541_30,0
4210141325_100,0
4500172541_40,0
4500170541_20,0
4500172686_10,0
4500172672_10,0
4210141325_280,0
4210141325_50,0
4500172001_10,0
4210141149_10,0
4230002814_10,0
4210141325_250,0
4220039955_10,0
4500172705_10,0
4500172689_1,0
4230002814_20,0
4500172688_1,0
4210141325_230,0
4210141325_70,0
4500172709_1,0
